name,city,rating,rating_count,cost,cuisine
The Good Bowl,"Raj Nagar,Noida",3.7,20,400.0,"North Indian,Punjabi"
Ashish food point,"Raj Nagar,Noida",3.8,20,250.0,"Indian,Chinese"
Nawab's Garam Masala,"Raj Nagar,Noida",3.0,500,400.0,"North Indian,Mughlai"
CHEESECAKE AND CO.,"Raj Nagar,Noida",4.4,20,500.0,Bakery
PURVANCHAL PLATTER,"Raj Nagar,Noida",4.0,20,250.0,"Indian,Combo"
McDonald's,"Raj Nagar,Noida",4.0,500,400.0,American
The Lord Of Dumplings,"Raj Nagar,Noida",3.0,100,100.0,"Chinese,Asian"
Annapurna Tiffin service,"Raj Nagar,Noida",3.7,20,150.0,North Indian
Bercos - If you love chinese,"Raj Nagar,Noida",3.9,100,600.0,"Chinese,Thai"
TNG Restaurant,"Raj Nagar,Noida",3.5,20,450.0,"North Indian,South Indian"
CHINESE LOVERS,"Raj Nagar,Noida",3.7,50,300.0,Chinese
Bikanervala,"Raj Nagar,Noida",4.1,100,350.0,"Sweets,North Indian"
Pizza Hut,"Raj Nagar,Noida",3.5,100,350.0,Pizzas
Mad Over Donuts,"Raj Nagar,Noida",3.7,50,200.0,"Desserts,Sweets"
The Pizza Cafe,"Raj Nagar,Noida",3.0,100,250.0,"Continental,Italian"
Haldiram's,"Raj Nagar,Noida",3.5,100,500.0,"North Indian,Sweets"
ZAIKA,"Raj Nagar,Noida",3.9,50,400.0,"Indian,Chinese"
VEER GI MALAI CHAAP,"Raj Nagar,Noida",2.6,20,300.0,"North Indian,Chinese"
YOUR NEXT BOWL,"Raj Nagar,Noida",4.5,50,800.0,"Indian,Fast Food"
Healtheos,"Raj Nagar,Noida",3.9,50,350.0,Snacks
The Urban Dhaba,"Raj Nagar,Noida",3.1,20,150.0,Indian
Wow! Chicken,"Raj Nagar,Noida",3.4,20,300.0,"American,Snacks"
Shree Rathnam,"Raj Nagar,Noida",3.7,100,500.0,"Chinese,South Indian"
Dosa Palace,"Raj Nagar,Noida",3.8,100,250.0,"South Indian,North Indian"
BOX8 - Desi Meals,"Raj Nagar,Noida",3.7,50,250.0,"North Indian,Biryani"
NEW ROTI MASALA,"Raj Nagar,Noida",3.0,20,100.0,"Tandoor,North Indian"
Chinese Corner By Pal Sahab,"Raj Nagar,Noida",3.4,20,250.0,"Chinese,Indian"
MOMO SHOMO,"Raj Nagar,Noida",4.2,50,300.0,"Chinese,Street Food"
NH1 Bowls - Highway To North,"Raj Nagar,Noida",4.2,20,250.0,"North Indian,Punjabi"
Dhaba - 77,"Raj Nagar,Noida",3.9,500,250.0,"Chinese,North Indian"
Pepper Pods,"Raj Nagar,Noida",4.4,50,500.0,"North Indian,Continental"
Clip Kitchen,"Raj Nagar,Noida",4.0,100,500.0,"Chinese,Continental"
Hira Sweets,"Raj Nagar,Noida",4.1,1,500.0,"North Indian,South Indian"
Lord Of The Rolls,"Raj Nagar,Noida",3.2,100,300.0,Chinese
Madan Sweets & Food Point,"Raj Nagar,Noida",3.8,100,250.0,"Indian,Fast Food"
Hungry Head,"Raj Nagar,Noida",3.0,50,200.0,"Chinese,Indian"
Guddu Ji Malai Chaap Wale,"Raj Nagar,Noida",3.7,20,400.0,Indian
Chawla's Express,"Raj Nagar,Noida",3.9,100,250.0,"North Indian,South Indian"
Little Chef,"Raj Nagar,Noida",4.1,50,400.0,"Fast Food,Indian"
Ahmad chicken corner,"Raj Nagar,Noida",3.5,100,300.0,"Biryani,Mughlai"
Natural Ice Cream,"Raj Nagar,Noida",4.4,50,150.0,Ice Cream
THE PINDI(DELHI),"Raj Nagar,Noida",4.5,20,650.0,"North Indian,Tandoor"
Kathi Junction,"Raj Nagar,Noida",3.2,100,250.0,"Chinese,Snacks"
Meals and  Bowls,"Raj Nagar,Noida",3.7,20,150.0,Indian
Giani,"Raj Nagar,Noida",4.0,20,200.0,Desserts
Giani's,"Raj Nagar,Noida",4.0,100,150.0,"Beverages,Ice Cream"
Dinos Pizza,"Raj Nagar,Noida",2.6,20,250.0,Italian
Rollsking,"Raj Nagar,Noida",3.3,100,250.0,"Fast Food,North Indian"
Hotel Krishna Sagar,"Raj Nagar,Noida",4.1,100,500.0,"North Indian,South Indian"
Chicago Pizza,"Raj Nagar,Noida",4.0,100,400.0,"Italian,Pizzas"
Angithi,"Raj Nagar,Noida",2.8,20,220.0,"Indian,North Indian"
Quirky Perky,"Raj Nagar,Noida",3.5,20,400.0,"Italian,Mexican"
Roti n Boti,"Raj Nagar,Noida",3.9,100,200.0,"Middle Eastern,Mughlai"
Mumbai Local,"Raj Nagar,Noida",3.5,20,100.0,"Street Food,Snacks"
Bikaner Sweets & Restaurant,"Raj Nagar,Noida",3.8,100,300.0,"Chinese,South Indian"
home style food point,"Raj Nagar,Noida",3.5,20,250.0,"North Indian,Chinese"
The Food Workshop,"Raj Nagar,Noida",4.0,100,500.0,"North Indian,Chinese"
birbal ki khichdi,"Raj Nagar,Noida",4.7,20,250.0,Indian
SECOND WIFE'S RESTAURANT,"Raj Nagar,Noida",3.8,20,150.0,"North Indian,Indian"
Soya Express (Estd. 2010),"Raj Nagar,Noida",3.2,20,200.0,Indian
Friocrunch,"Raj Nagar,Noida",4.4,50,300.0,"Bakery,Snacks"
new zayka chicken corner,"Raj Nagar,Noida",3.4,20,300.0,Mughlai
Glocal Bhoj,"Raj Nagar,Noida",3.4,20,150.0,"North Indian,Chinese"
Bunty Chaap Tandoori Junction,"Raj Nagar,Noida",3.8,20,300.0,North Indian
Jack n grill,"Raj Nagar,Noida",3.8,50,300.0,"Indian,Fast Food"
Gola Sizzlers,"Raj Nagar,Noida",3.7,100,400.0,"North Indian,Chinese"
UBQ by Barbeque Nation,"Raj Nagar,Noida",3.7,100,300.0,"North Indian,Barbecue"
Thrive Foods,"Raj Nagar,Noida",4.2,50,250.0,Indian
The Great Indian Samosa,"Raj Nagar,Noida",4.3,100,100.0,Street Food
Jd Chaap Grill,"Raj Nagar,Noida",3.7,20,500.0,North Indian
Bindaas Biryani,"Raj Nagar,Noida",3.3,20,250.0,"North Indian,Chinese"
Rollstic,"Raj Nagar,Noida",3.9,20,150.0,Chinese
"Mom, parathe","Raj Nagar,Noida",4.9,20,200.0,"North Indian,Indian"
Ghee and Turmeric,"Raj Nagar,Noida",4.0,100,250.0,"North Indian,Tandoor"
The Chillies,"Raj Nagar,Noida",3.7,20,500.0,"North Indian,Chinese"
SAIYA JI PURI WALE,"Raj Nagar,Noida",4.2,100,200.0,Indian
Lord of curry LOC,"Raj Nagar,Noida",3.2,20,350.0,"North Indian,Chinese"
Chaayos Chai+Snacks=Relax,"Raj Nagar,Noida",4.1,100,250.0,"Bakery,Beverages"
SHIV CHOWMIN CORNER,"Raj Nagar,Noida",3.3,50,150.0,Chinese
Chawla's Tandoori Junction,"Raj Nagar,Noida",4.0,100,500.0,"Chinese,North Indian"
BAAP OF ROLLS,"Raj Nagar,Noida",3.7,100,300.0,"North Indian,Snacks"
TNG (Tandoor & Grill),"Raj Nagar,Noida",3.9,100,400.0,"North Indian,Chinese"
Faizan Mughlai Point,"Raj Nagar,Noida",4.2,20,300.0,"Mughlai,Snacks"
Dil Se Dilli,"Raj Nagar,Noida",3.4,20,300.0,"North Indian,Mughlai"
Rasoi Junction,"Raj Nagar,Noida",3.7,50,300.0,Indian
Amritsari Kulcha Hut,"Raj Nagar,Noida",3.8,20,250.0,"North Indian,Snacks"
Rasoi Studio,"Raj Nagar,Noida",3.0,20,299.0,"Beverages,Chinese"
Madhumann Wala,"Raj Nagar,Noida",4.8,20,250.0,"Chinese,Snacks"
Pahalwan dhaba,"Raj Nagar,Noida",3.1,100,150.0,North Indian
RASOI FACTORY,"Raj Nagar,Noida",3.1,20,300.0,"Chinese,Tandoor"
Truly Tandoori Rolls,"Raj Nagar,Noida",3.8,20,250.0,"Fast Food,North Indian"
Biryani Blues,"Raj Nagar,Noida",3.9,100,400.0,"Biryani,Hyderabadi"
Burger Singh (Big Punjabi Burgers),"Raj Nagar,Noida",4.0,500,300.0,"Snacks,Desserts"
Shagun Sweets,"Raj Nagar,Noida",4.3,20,450.0,"Snacks,Sweets"
Mr. Hungry,"Raj Nagar,Noida",3.7,50,150.0,"North Indian,Combo"
The Meal Factory,"Raj Nagar,Noida",3.3,50,150.0,"Thalis,Combo"
Food Factory,"Raj Nagar,Noida",3.6,100,300.0,Indian
Subway,"Raj Nagar,Noida",3.7,100,350.0,"Salads,Snacks"
Madan Sweets and Restaurant,"Raj Nagar,Noida",4.2,1,400.0,"North Indian,Desserts"
AMRITSARI PINDI CHOLE BHATURA (PUNJAB WALE),"Raj Nagar,Noida",3.3,20,200.0,Punjabi
Mr Jain Bakery & More,"Raj Nagar,Noida",3.8,100,200.0,"Desserts,Bakery"
Bhatura King,"Raj Nagar,Noida",3.9,50,200.0,North Indian
Biryani By Kilo,"Raj Nagar,Noida",4.1,100,600.0,"Biryani,Hyderabadi"
Mandarin Oak- The Heavenly Chinese,"Raj Nagar,Noida",4.1,100,350.0,"Chinese,Asian"
ANNA,"Raj Nagar,Noida",3.9,100,200.0,South Indian
LunchBox - Meals and Thalis,"Raj Nagar,Noida",3.8,100,200.0,"North Indian,Punjabi"
AUNTY KA DHABA,"Raj Nagar,Noida",3.7,50,250.0,North Indian
Apni Veg Rasoi,"Raj Nagar,Noida",3.8,20,150.0,"North Indian,Chinese"
Kingdom Of Momos,"Raj Nagar,Noida",4.1,100,250.0,"Chinese,Indian"
Samosa Party,"Raj Nagar,Noida",4.0,100,150.0,"Chaat,North Indian"
CAKE O CLOCKS,"Raj Nagar,Noida",4.3,100,250.0,Bakery
Annapurna Bhojnalya,"Raj Nagar,Noida",3.7,50,250.0,Indian
The Pizza Mania,"Raj Nagar,Noida",2.3,20,250.0,"Continental,Italian"
Dawat E Dosa,"Raj Nagar,Noida",3.2,20,300.0,South Indian
Desi thaath,"Raj Nagar,Noida",2.9,20,300.0,"Chinese,Indian"
Kake Da hotel,"Raj Nagar,Noida",3.7,100,300.0,"North Indian,Chinese"
Baker's bite,"Raj Nagar,Noida",3.1,20,300.0,Bakery
Donald's Pastry Shop,"Raj Nagar,Noida",4.3,500,600.0,Desserts
Annapurna Bhoj,"Raj Nagar,Noida",4.0,500,250.0,North Indian
Vegetarian Bawarchi,"Raj Nagar,Noida",3.8,20,150.0,Indian
Shivam Pahalwan Dhaba,"Raj Nagar,Noida",4.1,20,250.0,"North Indian,Indian"
Haldirams Nehru Nagar,"Raj Nagar,Noida",3.8,50,500.0,"Sweets,North Indian"
Mehfil Biryani by Zakir Khan,"Raj Nagar,Noida",3.5,20,600.0,"Biryani,Mughlai"
Yours Pizza,"Raj Nagar,Noida",3.7,500,200.0,"Pizzas,Italian"
Mr. Brown,"Raj Nagar,Noida",4.1,100,200.0,"Snacks,Bakery"
Barbeque Nation,"Raj Nagar,Noida",3.5,100,600.0,"North Indian,Barbecue"
Wat-a-thali!,"Raj Nagar,Noida",2.7,20,150.0,"Thalis,North Indian"
Zaika Kathi Roll,"Raj Nagar,Noida",4.4,20,400.0,North Indian
Shanghai The Chinese Kitchen,"Raj Nagar,Noida",3.9,100,200.0,"North Indian,Chinese"
Ashish burger point,"Raj Nagar,Noida",3.6,50,400.0,North Indian
Chaska restaurant,"Raj Nagar,Noida",3.8,20,300.0,North Indian
Loknath sweets,"Raj Nagar,Noida",4.5,100,100.0,Sweets
Pizza Mantra,"Raj Nagar,Noida",3.5,20,250.0,Italian
Samosa factory,"Raj Nagar,Noida",3.8,100,100.0,North Indian
FLII MUGSS,"Raj Nagar,Noida",4.9,20,120.0,"Pizzas,Italian"
DESI TREAT,"Raj Nagar,Noida",3.3,20,300.0,Indian
The Food junction,"Raj Nagar,Noida",2.8,20,200.0,"Beverages,Chinese"
BIRYANI BADSHAH,"Raj Nagar,Noida",4.7,50,350.0,"Biryani,Hyderabadi"
Navratan,"Raj Nagar,Noida",4.0,100,150.0,Indian
IN- N- OUT- PUNJABI RASOI,"Raj Nagar,Noida",4.0,50,300.0,Indian
Bhaiyo Di Hatti,"Raj Nagar,Noida",4.2,100,200.0,"North Indian,Thalis"
Namaste Punjab,"Raj Nagar,Noida",4.0,100,500.0,"Chinese,North Indian"
Bikanervala(Chaudhary More),"Raj Nagar,Noida",3.9,100,350.0,"Sweets,North Indian"
Wow! China,"Raj Nagar,Noida",3.7,100,400.0,"Tibetan,Chinese"
Veg Potli,"Raj Nagar,Noida",4.0,20,150.0,Indian
LE WINKIES,"Raj Nagar,Noida",4.0,500,200.0,North Indian
Dana Choga,Noida-1,4.2,500,500.0,"North Indian,Indian"
Mad Over Donuts,Noida-1,3.5,100,500.0,"Desserts,Sweets"
chiness&roll,Noida-1,1.7,20,199.0,"North Indian,Chinese"
Rollsking,Noida-1,4.2,1,250.0,"Fast Food,North Indian"
Natural Ice Cream,Noida-1,4.2,50,150.0,Ice Cream
Biryani Blues,Noida-1,4.2,100,400.0,"Biryani,Hyderabadi"
The China Door,Noida-1,3.9,500,300.0,"Chinese,Thai"
Domino's Pizza,Noida-1,4.2,100,400.0,Pizzas
Al Nawab Restaurant,Noida-1,4.0,500,200.0,"Biryani,Mughlai"
Big Wong,Noida-1,4.1,100,900.0,"Chinese,Sushi"
Bakingo,Noida-1,4.1,500,300.0,"Bakery,Desserts"
Subway,Noida-1,3.7,100,350.0,"Salads,Snacks"
Pizza Cravings,Noida-1,3.8,50,200.0,"Pizzas,Beverages"
Baos & Dimsums-Asian Street Kitchen,Noida-1,4.1,100,499.0,"Chinese,Pan-Asian"
Home Plate by EatFit,Noida-1,4.2,500,160.0,"North Indian,Home Food"
Kanha Bhog,Noida-1,4.1,500,400.0,"North Indian,South Indian"
KFC,Noida-1,4.0,500,450.0,"American,Snacks"
Muradabadi Shahi Biryani & Chicken Corner,Noida-1,3.7,100,300.0,Indian
Bercos - If you love chinese,Noida-1,4.0,100,500.0,"Chinese,Thai"
Pizza Toppers - Monster Cheese Burst,Noida-1,4.2,100,300.0,"Pizzas,Italian"
Canteen Central by Eatfit,Noida-1,4.1,50,300.0,"Pizzas,American"
Great Indian Khichdi by EatFit,Noida-1,4.3,500,200.0,"Home Food,Indian"
Nirula's,Noida-1,4.5,20,300.0,"Desserts,Ice Cream"
Biryani Badshah,Noida-1,3.9,500,400.0,"Biryani,Hyderabadi"
Faasos - Wraps & Rolls,Noida-1,4.1,100,500.0,"Fast Food,Snacks"
Wabi Sabi,Noida-1,4.1,20,200.0,"Bakery,Snacks"
Freshmme Foods- Pure Veg,Noida-1,3.8,1,200.0,North Indian
Grameen Kulfi,Noida-1,4.6,50,120.0,"Ice Cream,Desserts"
Burger Singh (Big Punjabi Burgers),Noida-1,4.1,1,300.0,"Snacks,Fast Food"
EatFit,Noida-1,3.9,100,270.0,"Healthy Food,Pizzas"
NIC Natural Ice Creams,Noida-1,4.5,1,120.0,"Ice Cream,Desserts"
ROYCE PAAN,Noida-1,4.2,20,100.0,Paan
Badmash Biryani,Noida-1,3.9,20,300.0,"Biryani,North Indian"
Hudson Chopsticks,Noida-1,4.1,100,300.0,"Chinese,Pan-Asian"
Keventers - Milkshakes and Desserts,Noida-1,4.2,100,300.0,"Beverages,Ice Cream"
Pasta Story,Noida-1,3.9,100,200.0,"Pastas,Pizzas"
221B Baker Street,Noida-1,4.4,100,150.0,Bakery
Baskin Robbins,Noida-1,4.1,50,300.0,Ice Cream
Classic Vada Pav,Noida-1,3.8,100,200.0,"Maharashtrian,Snacks"
Barista Diner,Noida-1,3.9,20,350.0,"Beverages,Snacks"
Keventers Ice Cream,Noida-1,4.0,20,300.0,"Ice Cream,Desserts"
Al Nawab Biryani,Noida-1,3.8,500,300.0,"Indian,Biryani"
Wendy's,Noida-1,4.1,100,400.0,"American,Burgers"
ZAZA 22 Spice Biryani,Noida-1,4.0,20,250.0,"Biryani,North Indian"
Grill N Kadhai,Noida-1,3.4,20,250.0,"Indian,North Indian"
Biryani Hazir Ho,Noida-1,3.8,20,300.0,"Biryani,North Indian"
Bhaat.in,Noida-1,4.3,100,300.0,"North Indian,South Indian"
Giani,Noida-1,4.0,100,300.0,"Ice Cream,Beverages"
Ganesh Chinese Food Corner,Noida-1,3.7,100,200.0,"Chinese,North Indian"
Nazeer Foods,Noida-1,3.8,100,600.0,"North Indian,Biryani"
Freshh Foodz,Noida-1,3.9,100,200.0,"North Indian,Biryani"
Bikaner Chaat House,Noida-1,3.6,50,200.0,"Street Food,Sweets"
Aggarwal Bikaneri Sweets (Delhi Wala),Noida-1,4.1,50,250.0,"Sweets,Snacks"
The Biryani Life,Noida-1,3.2,20,250.0,"Biryani,Hyderabadi"
Behrouz Biryani,Noida-1,4.0,100,500.0,"Biryani,Mughlai"
Chakhna on wheels,Noida-1,4.0,50,200.0,"Indian,Chinese"
Swaad Mehkma,Noida-1,3.9,100,250.0,"North Indian,Chinese"
Theos- Patisserie,Noida-1,4.5,100,600.0,"Bakery,Snacks"
Artinci - Indulge Guilt Free!,Noida-1,4.4,50,200.0,"Ice Cream,Healthy Food"
The Cake Experts,Noida-1,3.0,20,250.0,"Bakery,Fast Food"
Pizza Hut,Noida-1,3.4,100,350.0,Pizzas
Kake Da Hotel,Noida-1,4.0,20,300.0,"North Indian,Mughlai"
The Sugar Free Keto Kafe - By Artinci,Noida-1,4.2,100,200.0,"Ice Cream,Healthy Food"
Chai Garam,Noida-1,4.1,100,400.0,"Beverages,Fast Food"
Karim's,Noida-1,3.7,100,700.0,"Mughlai,North Indian"
The Mughlai Tawa,Noida-1,3.9,50,200.0,"North Indian,Indian"
SLAY Coffee,Noida-1,4.0,50,200.0,"Beverages,Desserts"
Chinese Hawker,Noida-1,3.9,100,300.0,"Pan-Asian,Chinese"
Biryani Junction,Noida-1,2.6,50,200.0,"Biryani,Mughlai"
Chaayos Chai+Snacks=Relax,Noida-1,4.3,100,250.0,"Bakery,Beverages"
Oven Story Pizza,Noida-1,3.5,100,400.0,Pizzas
BOX8 - Desi Meals,Noida-1,4.0,100,250.0,"North Indian,Biryani"
Garhwal  Momos  Express,Noida-1,4.1,100,200.0,"Indian,Chinese"
Chulha,Noida-1,3.3,100,300.0,"North Indian,Chinese"
Leaf N Loaf,Noida-1,4.5,100,250.0,"Continental,Salads"
Backstreet Kitchen,Noida-1,4.0,500,300.0,"Mughlai,North Indian"
JALANDHARI VIBES,Noida-1,3.8,100,250.0,"North Indian,Mughlai"
Wow! Noodle,Noida-1,3.3,50,300.0,"Chinese,Thai"
Mr. Gram & Mrs. Grills,Noida-1,4.3,100,400.0,"North Indian,Indian"
Salad Days,Noida-1,4.5,500,500.0,"Healthy Food,Salads"
SIMPLY SOUTH,Noida-1,4.0,500,300.0,South Indian
Patna junction,Noida-1,3.4,50,400.0,"Bihari,North Indian"
Dunkin',Noida-1,4.4,100,250.0,"Beverages,Fast Food"
Defence bakery and cafe,Noida-1,4.2,50,350.0,Desserts
Chanda Food,Noida-1,3.7,500,350.0,"Chinese,Indian"
Chauhan Dhaba and Restaurants,Noida-1,3.1,20,200.0,"Mughlai,North Indian"
Chai Point,Noida-1,4.1,100,150.0,"Bakery,Beverages"
Firangi Bake,Noida-1,3.8,20,500.0,"Italian,Mexican"
Evergreen Spice n Ice,Noida-1,3.6,20,300.0,"Chinese,Continental"
Paratha Box by EatFit,Noida-1,4.1,20,250.0,"North Indian,Punjabi"
Let's Noodles,Noida-1,3.6,20,400.0,"Chinese,Thai"
LA MEJOR CAFE,Noida-1,4.8,20,149.0,"Beverages,Chinese"
Andhra Kodi Pulao,Noida-1,3.9,20,350.0,"Biryani,North Indian"
Marv's Pizza,Noida-1,3.9,100,300.0,"Pizzas,Italian"
House of Chow,Noida-1,3.6,100,300.0,"Pan-Asian,Chinese"
Momo Shomo,Noida-1,3.4,20,300.0,"Chinese,Seafood"
NH1 Bowls - Highway To North,Noida-1,4.4,20,250.0,"North Indian,Punjabi"
Ganeshwaram,Noida-1,3.8,100,150.0,"Chinese,Fast Food"
Vadapav King,Noida-1,4.1,100,99.0,Fast Food
GOLDEN VILLAGE,Noida-1,3.9,50,350.0,"North Indian,Tandoor"
Wow! Momo,Noida-1,3.6,100,300.0,"Tibetan,Healthy Food"
Tunday kababi,Noida-1,3.4,1,300.0,Tandoor
Masala Biryani,Noida-1,3.9,100,600.0,"Hyderabadi,Biryani"
LOL Land of Litti,Noida-1,4.2,20,350.0,"North Indian,Desserts"
Pizza Italiano,Noida-1,4.1,20,300.0,"Pizzas,Pastas"
Burger King,Noida-1,4.0,1,350.0,American
4U Foods,Noida-1,3.8,1,180.0,"North Indian,Chinese"
Hong's Kitchen,Noida-1,4.2,50,250.0,"Chinese,Asian"
Chinese Kadhai,Noida-1,4.2,20,200.0,Chinese
Chocolate Desire,Noida-1,4.5,20,200.0,"Desserts,Ice Cream"
Madras House,Noida-1,3.9,20,200.0,South Indian
Cafe Shaila,Noida-1,4.0,100,120.0,Maharashtrian
Sagar Ratna,Noida-1,4.2,100,450.0,"South Indian,North Indian"
Maini's Green Leaf,Noida-1,4.2,100,600.0,"Indian,Chinese"
Burgrill - The Win Win Burger,Noida-1,4.2,100,250.0,"Burgers,Healthy Food"
The Chinese Hut,Noida-1,4.5,50,400.0,Chinese
Thalis 4U,Noida-1,3.7,500,250.0,"North Indian,Chinese"
Masala Art,Noida-1,3.8,100,250.0,North Indian
Mistry of Tandoor,Noida-1,3.7,50,300.0,"North Indian,Tandoor"
The Coffee Cat,Noida-1,4.2,50,400.0,"Italian,Fast Food"
Rolls Mania,Noida-1,3.6,50,200.0,Beverages
Fabcafe by Fabindia,Noida-1,4.3,50,800.0,"North Indian,Healthy Food"
Theos- Patisserie & Italian Cafe,Noida-1,4.3,100,600.0,"Italian,Continental"
Gupta Paratha Corner,Noida-1,4.1,100,200.0,"North Indian,Chinese"
Southy,Noida-1,3.4,500,400.0,"South Indian,Snacks"
Ghee and Turmeric,Noida-1,4.1,100,250.0,"North Indian,Tandoor"
Mithaas,Noida-1,3.9,500,300.0,"North Indian,Sweets"
Aggarwal Bikaneri Sweets,Noida-1,4.0,500,250.0,"Sweets,Snacks"
Starbucks Coffee,Noida-1,4.1,100,400.0,"Beverages,Ice Cream"
Defence Bakery,Noida-1,4.2,100,200.0,Desserts
Chinese Mania,Noida-1,4.3,100,300.0,Chinese
Shakeaholic,Noida-1,3.6,20,250.0,Beverages
Folks n knives,Noida-1,3.7,500,300.0,"Chinese,North Indian"
Biryani Cave,Noida-1,3.5,20,300.0,"North Indian,Fast Food"
Drunken Monkey,Noida-1,3.7,20,300.0,Beverages
Yo! China Express,Noida-1,3.9,100,399.0,"Chinese,Thai"
PZZABOX,Noida-1,4.1,100,300.0,"Pizzas,Continental"
Hyderabad Delights,Noida-1,3.6,50,200.0,"Biryani,South Indian"
Sundae Everyday Ice Creams,Noida-1,3.9,50,150.0,"Ice Cream,Desserts"
Blue Tokai Coffee Roasters,Noida-1,4.3,20,500.0,"Beverages,Bakery"
Bistro 37,Noida-1,3.8,100,600.0,"Continental,Italian"
Cold Rock Cafe,Noida-1,4.2,1,250.0,"Italian,Snacks"
Cheesecake & Co.,Noida-1,4.3,50,300.0,"Bakery,Desserts"
Breads King,Noida-1,3.5,100,200.0,"Healthy Food,Pizzas"
Chinese Imperial,Noida-1,4.0,20,200.0,Chinese
Chauhan Hotel,Noida-1,3.7,100,150.0,Indian
4Ever Foods,Noida-1,3.8,20,210.0,"North Indian,Mughlai"
Amul Ice cream parlor and cafe,Noida-1,4.2,50,200.0,"Ice Cream,Snacks"
Theobroma,Noida-1,4.3,1,800.0,"Desserts,Bakery"
THE BURGER COMPANY,Noida-1,4.0,20,250.0,"American,Beverages"
BIKANER MALAI WALA,Noida-1,3.8,50,250.0,Sweets
Bong Biryani,Noida-1,4.0,20,600.0,"Biryani,North Indian"
MISSION MOMO,Noida-1,3.3,20,200.0,"Chinese,Tibetan"
mmmelt,Noida-1,3.7,100,300.0,"Pizzas,Pastas"
Dr. Ice creams and Cafe,Noida-1,4.2,20,300.0,"Ice Cream,Beverages"
Kapoors Balle Balle,Noida-1,4.0,1,400.0,"North Indian,Fast Food"
SQUIRE- Shudhh Khao Shudhh Khilao,Noida-1,3.9,100,250.0,"North Indian,Chinese"
Jhalak Food Point,Noida-1,4.8,20,150.0,"North Indian,Thalis"
VEER JI MALAI CHAAP WALE,Noida-1,2.7,20,300.0,"Tandoor,Indian"
Tandoori Saanjh,Noida-1,3.5,50,200.0,"Indian,Chinese"
The Curry House,Noida-1,4.2,100,300.0,"North Indian,Chinese"
Grub Bowl - Bowls & Rolls,Noida-1,4.1,100,500.0,"North Indian,Chinese"
Desi Handi,Noida-1,4.3,100,300.0,"North Indian,Chinese"
Meal X,Noida-1,3.8,100,250.0,"North Indian,Indian"
Bowls & Meals Co.,Noida-1,3.8,100,300.0,"North Indian,Chinese"
ZaikaKathi Rolls,Noida-1,4.0,100,250.0,Biryani
Bansooriwala,Noida-1,3.7,50,300.0,"Indian,North Indian"
Indiana Burgers,Noida-1,4.7,50,150.0,"American,Desserts"
WarmOven Cakes & Desserts,Noida-1,4.3,100,200.0,"Bakery,Desserts"
Swad E Lazeez,Noida-1,3.8,20,300.0,"North Indian,Chinese"
Tarkari - Vegetarians Paradise,Noida-1,3.9,20,400.0,"North Indian,Chinese"
THE OG BULLETS ON YOUR PLATE,Noida-1,3.7,50,300.0,"Lebanese,Kebabs"
Oriental Mom,Noida-1,4.1,100,600.0,"Asian,Chinese"
Al Bake-76,Noida-1,4.0,100,500.0,"North Indian,Mughlai"
Uncle's Treat,Noida-1,3.7,100,200.0,"Chinese,North Indian"
Pizzalicious -Authentic Pan Pizzas,Noida-1,4.1,50,250.0,"Pizzas,Italian"
Zaika Darbaar Junction,Noida-1,5.0,20,250.0,"North Indian,Chinese"
Desi chulha,Noida-1,3.1,20,250.0,"North Indian,Biryani"
Onn S Pizza,Noida-1,3.7,100,250.0,"Chinese,Italian"
JSB EVERGREEN SNACKS & SWEETS,Noida-1,4.1,1,150.0,Sweets
SHABRI'S VEGAN HUT,Noida-1,4.4,20,300.0,"Fast Food,Italian"
MoonMoon - Juicy Crustwiches,Noida-1,4.1,500,300.0,"American,Snacks"
HATTI PATHANKOT,Noida-1,3.6,20,200.0,Indian
Wat-A-Burger! - India ka Burger,Noida-1,4.0,500,200.0,"American,Indian"
Tai Chi,Noida-1,3.9,100,200.0,"Pan-Asian,Chinese"
Momos Box,Noida-1,3.9,100,200.0,Chinese
Haldiram's,Noida-1,3.9,100,500.0,"Sweets,North Indian"
SOUTHY ANNA,Noida-1,3.6,100,300.0,South Indian
Dragon Noodles,Noida-1,4.1,100,350.0,"Chinese,Thai"
BIRYANI WALA,Noida-1,1.7,20,150.0,Biryani
Biryaniwala,Noida-1,2.3,20,200.0,"Biryani,Indian"
The Dessert Zone,Noida-1,4.3,50,200.0,"Bakery,Desserts"
PIZZA SINGH,Noida-1,3.1,20,300.0,"Italian,Snacks"
CAKE O CLOCKS,Noida-1,4.1,100,600.0,Bakery
The Cake Cafe.org,Noida-1,3.6,20,300.0,"Bakery,Desserts"
ROMS PIZZA,Noida-1,3.6,20,200.0,"Pizzas,Italian"
Dr. Ice Creams,Noida-1,4.6,20,200.0,"Ice Cream,Beverages"
Urban Chic,Noida-1,4.1,100,350.0,"Indian,Chinese"
Annapurna Kitchen,Noida-1,3.5,50,100.0,"North Indian,Thalis"
Bang!,Noida-1,3.2,20,500.0,"Snacks,Beverages"
DIDI DA DABBA,Noida-1,4.4,20,300.0,"North Indian,Chinese"
Hira Sweets,Noida-1,4.0,1,350.0,"North Indian,South Indian"
SHARDAS CAKE,Noida-1,4.4,100,350.0,"Bakery,Desserts"
Curry Cafe Bandobast,Noida-1,3.7,20,260.0,"North Indian,Mughlai"
